"Origin","Dest","number_of_flights","total_arrival_delay_minutes","total_dep_delay_minutes","number_of_delays"
"ABE","ATL","722","4385","5321","147"
"ABE","CLT","366","1661","1027","61"
"ABE","DTW","805","2483","5134","78"
"ABE","MCO","732","2002","4098","92"
"ABE","MDT","821","4170","4622","124"
"ABE","ORD","1392","19901","18665","356"
"ABE","PIT","1464","8555","7090","232"
"ABQ","AMA","681","10631","11967","214"
"ABQ","ATL","1045","5315","8642","176"
"ABQ","BWI","22","-143","184","3"
"ABQ","CVG","719","680","4581","93"
"ABQ","DAL","2438","17704","25849","417"
"ABQ","DEN","2741","33313","29635","616"
"ABQ","DFW","2895","13270","12234","338"
"ABQ","ELP","1646","18765","20516","429"
"ABQ","EWR","44","-381","-12","5"
"ABQ","HOU","700","1348","4989","75"
"ABQ","IAH","1783","5273","4662","191"
"ABQ","LAS","2017","16783","21452","404"
"ABQ","LAX","2459","17908","30715","537"
"ABQ","LBB","691","4440","5648","107"
"ABQ","MAF","367","3215","3813","80"
"ABQ","MCI","1070","7159","12476","205"
"ABQ","MCO","366","-1385","1462","20"
"ABQ","MDW","50","31","578","10"
"ABQ","MSP","735","235","3805","110"
"ABQ","OAK","685","6961","10477","174"
"ABQ","ORD","713","9065","7775","169"
"ABQ","PHX","6911","75949","83225","1564"
"ABQ","SAN","1099","9028","14747","216"
"ABQ","SEA","366","-1491","1902","42"
"ABQ","SLC","1032","8921","10149","209"
"ABQ","STL","2440","17239","23739","459"
"ABQ","TPA","366","4299","6895","109"
"ABQ","TUS","366","4022","3933","87"
"ADQ","ANC","728","6259","6717","133"
"AGS","ATL","993","-1063","3445","94"
"AKN","ANC","203","1068","1469","37"
"AKN","DLG","121","1474","1496","27"
"ALB","ATL","1065","12233","12627","269"
"ALB","BWI","1583","20220","21644","372"
"ALB","CLT","366","1006","-11","50"
"ALB","CVG","1086","-1297","3321","104"
"ALB","DCA","1019","2773","2081","111"
"ALB","DTW","1710","1979","7604","229"
"ALB","LAS","239","-2309","1669","19"
"ALB","MCO","1150","-1659","4919","127"
"ALB","ORD","2178","23835","22789","516"
"ALB","PHL","1830","18227","15892","441"
"ALB","PIT","1457","9803","9067","251"
"AMA","ABQ","681","10336","10869","194"
"AMA","DAL","2654","22972","25740","432"
"AMA","DFW","1090","2138","2309","88"
"AMA","LAS","365","-1263","324","4"
"ANC","ADQ","728","6729","7554","155"
"ANC","AKN","324","3819","3966","64"
"ANC","ATL","122","-625","518","10"
"ANC","BET","1036","14491","14663","250"
"ANC","CDV","364","5133","6554","81"
"ANC","DLG","181","4194","4273","48"
"ANC","DTW","122","-597","117","13"
"ANC","DUT","662","6207","6829","130"
"ANC","FAI","3895","32919","35265","764"
"ANC","IAH","109","1163","2662","26"
"ANC","JNU","1169","14247","15793","271"
"ANC","LAX","333","3940","5691","90"
"ANC","MSP","1077","-3488","6721","135"
"ANC","OME","464","2394","3533","71"
"ANC","ORD","390","3367","4199","120"
"ANC","OTZ","630","10361","12215","181"
"ANC","PDX","727","8078","8963","199"
"ANC","PHX","97","1233","1319","26"
"ANC","SCC","364","3847","4079","74"
"ANC","SEA","6898","47685","74724","1297"
"ANC","SFO","126","1450","1882","36"
"ANC","SLC","848","-2970","322","62"
"ANC","STL","111","7","640","16"
"ATL","ABE","726","5885","5990","148"
"ATL","ABQ","1056","9910","13730","268"
"ATL","AGS","993","4997","5025","168"
"ATL","ALB","1090","15640","15980","293"
"ATL","ANC","122","963","1872","30"
"ATL","AUS","2052","18797","19169","480"
"ATL","BDL","2175","21107","25410","501"
"ATL","BHM","3257","23658","29821","613"
"ATL","BNA","3245","28476","28247","645"
"ATL","BOS","5788","85975","87577","1653"
"ATL","BTR","1088","10169","10379","241"
"ATL","BUF","1132","14884","14930","329"
"ATL","BWI","4567","37755","45653","936"
"ATL","CAE","2773","18714","19536","443"
"ATL","CHS","3204","26771","24137","628"
"ATL","CLE","2830","14786","17839","513"
"ATL","CLT","5586","41223","43077","1007"
"ATL","CMH","2543","23489","26252","541"
"ATL","COS","729","6386","9234","179"
"ATL","CVG","3973","30027","38585","764"
"ATL","DAB","1671","14859","18230","351"
"ATL","DAY","2198","16657","17042","419"
"ATL","DCA","5756","40236","44926","1017"
"ATL","DEN","4281","51808","54645","1175"
"ATL","DFW","9820","102490","101647","2126"
"ATL","DTW","5732","46398","54347","1131"
"ATL","EGE","96","369","711","17"
"ATL","ELP","365","2649","2668","76"
"ATL","EWR","8910","118881","135820","2243"
"ATL","FLL","3481","48661","56009","919"
"ATL","GSO","3241","31993","31540","688"
"ATL","GSP","2846","12801","19500","448"
"ATL","GUC","86","926","851","23"
"ATL","HNL","365","2918","7397","87"
"ATL","HOU","1656","13927","13053","372"
"ATL","HSV","3239","25351","26558","643"
"ATL","IAD","5628","49343","56887","1211"
"ATL","IAH","5399","50325","50531","1225"
"ATL","IND","2316","12035","17657","370"
"ATL","JAN","1746","12382","19990","341"
"ATL","JAX","3983","29037","35689","756"
"ATL","JFK","1205","15558","15393","308"
"ATL","LAS","2240","29162","30212","686"
"ATL","LAX","3625","55083","59925","1221"
"ATL","LEX","1089","10291","11220","249"
"ATL","LGA","7191","149499","127977","2544"
"ATL","LIT","1809","11899","17206","382"
"ATL","MCI","2902","20465","24626","544"
"ATL","MCO","5626","54584","71263","1255"
"ATL","MDT","722","9045","8251","177"
"ATL","MDW","907","10677","10496","223"
"ATL","MEM","4978","34930","39525","936"
"ATL","MGM","991","5240","7269","180"
"ATL","MIA","6214","75866","84317","1545"
"ATL","MKE","1414","12574","12711","299"
"ATL","MLB","1452","9559","12821","253"
"ATL","MLU","365","3472","3647","89"
"ATL","MOB","2887","20802","25268","553"
"ATL","MSP","4488","18599","34590","857"
"ATL","MSY","3291","26728","31285","675"
"ATL","OKC","1088","9189","12292","239"
"ATL","OMA","998","11234","12722","254"
"ATL","ONT","547","5110","7605","151"
"ATL","ORD","9919","172265","146298","3060"
"ATL","ORF","2802","11243","22141","482"
"ATL","PBI","2909","28682","36291","688"
"ATL","PDX","728","8197","16112","254"
"ATL","PHL","7579","101272","97383","1951"
"ATL","PHX","3917","40154","46824","1055"
"ATL","PIT","3924","38333","42279","860"
"ATL","PNS","2533","24172","22800","557"
"ATL","PVD","1462","9677","11883","253"
"ATL","PWM","727","6317","16914","153"
"ATL","RDU","3600","30840","38069","759"
"ATL","RIC","2526","11784","16962","407"
"ATL","ROC","1043","15650","15966","333"
"ATL","RSW","2950","22858","29794","614"
"ATL","SAN","1456","14816","16720","413"
"ATL","SAT","2375","19238","25014","544"
"ATL","SAV","3249","26874","29164","643"
"ATL","SDF","2541","22892","27605","539"
"ATL","SEA","1091","6811","13877","279"
"ATL","SFO","2911","40654","49893","915"
"ATL","SHV","1088","8108","8875","202"
"ATL","SJC","752","6540","8415","215"
"ATL","SJU","1746","15605","19692","392"
"ATL","SLC","3625","41194","40293","1030"
"ATL","SMF","576","5175","7848","148"
"ATL","SNA","1092","7486","8567","277"
"ATL","SRQ","2189","16474","23012","464"
"ATL","STL","4963","34477","37996","888"
"ATL","STT","528","2845","3995","81"
"ATL","SYR","755","10696","9749","215"
"ATL","TLH","2122","21381","23628","436"
"ATL","TPA","4293","33760","54698","890"
"ATL","TUL","1445","15972","15419","391"
"ATL","TYS","2519","22779","25541","573"
"AUS","ATL","2131","13001","16818","373"
"AUS","BNA","693","2464","4765","89"
"AUS","BWI","180","-1210","1224","10"
"AUS","CLE","166","-182","-214","6"
"AUS","CVG","453","2379","3763","62"
"AUS","DAL","4540","53477","55828","1022"
"AUS","DEN","1046","14427","12529","232"
"AUS","DFW","6145","45243","67305","771"
"AUS","ELP","1395","13919","16291","269"
"AUS","EWR","829","3649","9910","140"
"AUS","HOU","4625","39083","44022","817"
"AUS","HRL","366","2328","1966","38"
"AUS","IAD","366","8481","6897","145"
"AUS","IAH","3599","17384","15111","453"
"AUS","LAS","730","2088","4340","92"
"AUS","LAX","1043","5120","7924","175"
"AUS","LBB","721","6349","6858","133"
"AUS","MAF","670","6459","6770","130"
"AUS","MCO","366","7085","8788","146"
"AUS","MEM","1069","-4308","350","65"
"AUS","MFE","366","6325","5694","101"
"AUS","MSP","689","1106","2994","69"
"AUS","ORD","2909","37485","30412","762"
"AUS","PHX","3175","22118","23654","509"
"AUS","RDU","274","-2543","1789","20"
"AUS","SAN","274","-3136","971","4"
"AUS","SAT","366","1845","1413","42"
"AUS","SFO","366","4633","6612","88"
"AUS","SJC","974","9688","8663","218"
"AUS","SLC","395","1761","2333","54"
"AUS","STL","1399","7913","7586","198"
"AUS","TPA","366","4182","6030","95"
"AVL","CLT","1584","3241","33","154"
"AVP","PHL","366","804","702","27"
"AVP","PIT","1158","8778","5091","184"
"AZO","DTW","473","2123","1296","75"
"AZO","MSP","566","-506","1106","66"
"BDL","ATL","2174","25507","21972","618"
"BDL","BNA","660","-3383","4064","63"
"BDL","BWI","3305","20585","33181","483"
"BDL","CLE","587","1194","1522","80"
"BDL","CLT","1464","13815","10523","320"
"BDL","CMH","132","223","1572","19"
"BDL","CVG","1449","9739","10656","237"
"BDL","DCA","1328","9021","9613","240"
"BDL","DEN","366","3743","3452","109"
"BDL","DFW","1340","-2857","8699","175"
"BDL","DTW","1684","8993","5666","286"
"BDL","EWR","330","-751","-356","23"
"BDL","FLL","1098","3296","7969","197"
"BDL","IAD","2179","26793","26443","559"
"BDL","IAH","364","97","754","50"
"BDL","JFK","175","2396","166","49"
"BDL","LAS","246","2773","2917","80"
"BDL","LAX","199","202","1043","45"
"BDL","MCO","3215","23005","29464","666"
"BDL","MDW","720","3840","7207","119"
"BDL","MIA","366","-215","1841","39"
"BDL","MSP","1176","1456","2863","190"
"BDL","ORD","4153","58119","50350","1143"
"BDL","PBI","1098","10928","10402","268"
"BDL","PHL","2152","31431","22782","619"
"BDL","PHX","273","1991","2044","75"
"BDL","PIT","1798","12420","12490","316"
"BDL","PWM","303","3042","3027","62"
"BDL","SFO","365","4082","1943","128"
"BDL","SJU","366","-360","2060","52"
"BDL","STL","1455","14148","12252","304"
"BET","ANC","1036","14510","15501","243"
"BGM","PIT","796","9646","4675","184"
"BHM","ATL","3245","15891","25952","491"
"BHM","BNA","953","5870","6147","133"
"BHM","BTR","359","2215","2615","77"
"BHM","BWI","1056","9975","11200","211"
"BHM","CLT","1779","4528","3210","184"
"BHM","CVG","1049","-2828","2429","75"
"BHM","DFW","1096","8794","5880","136"
"BHM","DTW","679","-667","2931","73"
"BHM","HOU","794","5074","7258","125"
"BHM","IAH","672","933","1248","98"
"BHM","JAN","896","5359","4602","119"
"BHM","JAX","366","711","3772","44"
"BHM","LAS","22","296","196","9"
"BHM","MCO","366","2339","3189","51"
"BHM","MDW","695","9165","8787","177"
"BHM","MEM","851","234","565","58"
"BHM","MOB","179","514","41","12"
"BHM","MSY","2395","26619","30919","531"
"BHM","ORD","317","2575","3584","59"
"BHM","PHX","366","-2373","1222","35"
"BHM","SDF","673","5047","5877","97"
"BHM","STL","365","1340","1334","35"
"BHM","TPA","702","11591","12701","191"
"BIL","DEN","729","10599","9881","169"
"BIL","FCA","52","208","365","14"
"BIL","GTF","51","293","213","15"
"BIL","MSP","1105","-3007","1245","89"
"BIL","SLC","1089","4929","5547","145"
"BIS","MSP","1422","-4983","1411","111"
"BNA","ATL","3236","17001","20695","558"
"BNA","AUS","690","11218","13820","238"
"BNA","BDL","659","2529","6619","101"
"BNA","BHM","966","12200","13822","238"
"BNA","BWI","3017","24359","32940","603"
"BNA","CLE","1365","11324","13010","261"
"BNA","CLT","1830","7907","4194","236"
"BNA","CMH","671","1417","2706","52"
"BNA","CVG","692","3793","3680","107"
"BNA","DCA","636","2652","1124","73"
"BNA","DEN","727","9805","8587","162"
"BNA","DFW","3994","8833","15268","479"
"BNA","DTW","3525","13567","21096","445"
"BNA","EWR","637","1086","5337","100"
"BNA","FLL","366","2540","4338","69"
"BNA","HOU","2356","24785","34374","517"
"BNA","IAH","1039","1157","3783","112"
"BNA","ISP","803","556","4801","78"
"BNA","JAX","1094","13749","15239","244"
"BNA","LAS","1085","5699","10799","214"
"BNA","LAX","1765","-1777","13546","251"
"BNA","LGA","993","19224","12036","349"
"BNA","MCI","1395","12865","17513","280"
"BNA","MCO","2496","16241","24142","405"
"BNA","MDW","3109","34360","34594","685"
"BNA","MEM","1037","908","2605","90"
"BNA","MHT","388","6891","8230","135"
"BNA","MIA","366","-687","385","27"
"BNA","MSP","1254","-356","4505","137"
"BNA","MSY","1061","11649","13673","244"
"BNA","OAK","366","3769","6862","110"
"BNA","ONT","295","-1340","1874","31"
"BNA","ORD","2725","36691","30609","660"
"BNA","PHL","1080","16510","10710","310"
"BNA","PHX","1025","3775","12437","172"
"BNA","PIT","1448","6063","4596","208"
"BNA","PVD","705","3093","6007","93"
"BNA","RDU","1798","25866","26200","514"
"BNA","SAN","386","5079","7753","130"
"BNA","SAT","366","11734","13046","169"
"BNA","SDF","358","196","123","28"
"BNA","SEA","365","-2095","1657","41"
"BNA","STL","2051","7497","7208","259"
"BNA","TPA","1456","10412","16712","264"
"BOI","DEN","1298","14556","12963","268"
"BOI","GEG","1036","13264","13458","259"
"BOI","LAS","732","5761","8998","154"
"BOI","MSP","818","1495","5669","116"
"BOI","OAK","366","2352","4049","62"
"BOI","ORD","456","11852","10788","149"
"BOI","PDX","1094","12139","13485","274"
"BOI","PHX","775","-1613","3255","71"
"BOI","RNO","1047","7852","10106","167"
"BOI","SEA","1059","7692","9805","190"
"BOI","SFO","1449","32509","32661","500"
"BOI","SLC","2437","16779","16789","326"
"BOS","ATL","5441","61548","68464","1366"
"BOS","BDL","2","140","80","2"
"BOS","BUF","956","11375","11572","232"
"BOS","BWI","1775","18117","18252","410"
"BOS","CLE","1693","14905","15811","362"
"BOS","CLT","2763","38563","36453","753"
"BOS","CMH","600","8613","4673","175"
"BOS","CVG","2170","21187","23301","439"
"BOS","DCA","7497","14049","21800","904"
"BOS","DEN","2062","34098","31170","697"
"BOS","DFW","4987","18418","46833","1033"
"BOS","DTW","2928","23023","29015","569"
"BOS","EWR","5139","76332","79968","1201"
"BOS","FLL","3206","36726","43587","877"
"BOS","IAD","7651","70483","65023","1487"
"BOS","IAH","1846","17355","19686","437"
"BOS","JFK","1997","28874","26183","564"
"BOS","LAS","1091","16054","17493","385"
"BOS","LAX","3561","29847","37600","980"
"BOS","LGA","8647","45141","19911","1444"
"BOS","MCO","4812","55583","70742","1261"
"BOS","MEM","968","6630","7926","204"
"BOS","MIA","1848","17388","31820","451"
"BOS","MSP","2741","19613","29985","636"
"BOS","ORD","9857","151158","145045","2847"
"BOS","PBI","1647","21151","24016","466"
"BOS","PHL","6117","94618","75420","1705"
"BOS","PHX","1382","16724","18904","415"
"BOS","PIT","3074","43252","44511","821"
"BOS","RDU","318","2368","3508","65"
"BOS","RIC","168","4141","4110","57"
"BOS","ROC","615","6667","6059","143"
"BOS","RSW","959","11543","10985","246"
"BOS","SAN","364","3124","8285","102"
"BOS","SEA","441","-491","5113","91"
"BOS","SFO","3454","49031","53480","1165"
"BOS","SJC","832","10606","13131","249"
"BOS","SJU","1719","19009","21227","487"
"BOS","SLC","1091","10158","11301","295"
"BOS","STL","2171","26295","22272","537"
"BOS","STT","59","12","824","11"
"BOS","TPA","2407","33963","37531","688"
"BQN","EWR","17","-41","-86","1"
"BRO","IAH","55","43","-28","2"
"BRW","ANC","233","2296","3347","47"
"BRW","FAI","726","5599","7083","131"
"BTR","ATL","1081","9282","14159","244"
"BTR","BHM","357","-943","443","16"
"BTR","DFW","1090","8418","7655","184"
"BTR","JAN","359","603","960","28"
"BTR","MEM","836","-2831","-398","42"
"BTR","MOB","726","3761","3689","87"
"BTV","ORD","804","14475","14014","248"
"BTV","PHL","1098","14194","11039","282"
"BTV","PIT","732","4592","4638","144"
"BUF","ATL","1149","13482","13104","301"
"BUF","BOS","932","11679","6844","234"
"BUF","BWI","563","2114","4158","71"
"BUF","CLE","91","1739","1355","28"
"BUF","CLT","1092","9161","7147","240"
"BUF","CVG","723","3020","3467","96"
"BUF","DCA","1042","8719","8334","209"
"BUF","DFW","138","-777","99","8"
"BUF","DTW","1836","1058","1270","218"
"BUF","EWR","1573","15974","16697","303"
"BUF","LAS","85","-1804","253","1"
"BUF","LGA","2056","37243","31682","707"
"BUF","MCO","132","458","823","18"
"BUF","MSP","484","340","2277","65"
"BUF","ORD","3465","54534","46929","1017"
"BUF","PHL","1830","29114","20680","558"
"BUF","PHX","85","-332","700","12"
"BUF","PIT","1464","10223","9194","269"
"BUF","ROC","362","3263","4222","76"
"BUR","DEN","726","4848","3068","126"
"BUR","DFW","579","5184","3808","108"
"BUR","LAS","4193","47531","52259","963"
"BUR","OAK","5152","50993","54941","1063"
"BUR","PDX","1065","5051","8456","162"
"BUR","PHX","4462","58180","52602","1153"
"BUR","SEA","1034","13966","13371","304"
"BUR","SFO","4356","79717","80695","1253"
"BUR","SJC","2761","29727","29411","619"
"BUR","SMF","3389","39717","42093","820"
"BWI","ABQ","22","372","310","9"
"BWI","ALB","1583","30368","30859","497"
"BWI","ATL","4202","22473","37738","823"
"BWI","AUS","180","-1099","686","12"
"BWI","BDL","3308","29968","41915","614"
"BWI","BHM","1051","8481","13360","202"
"BWI","BNA","3003","33592","41545","734"
"BWI","BOS","1771","27171","20542","511"
"BWI","BUF","564","2037","4861","69"
"BWI","CLE","5261","61895","56763","1259"
"BWI","CLT","2840","18634","17264","503"
"BWI","CVG","1451","8689","10035","232"
"BWI","DCA","1","141","110","1"
"BWI","DEN","1918","26230","21512","526"
"BWI","DFW","1826","10326","20551","300"
"BWI","DTW","2801","6131","12793","326"
"BWI","EWR","60","2819","2528","31"
"BWI","FLL","2241","11395","18973","400"
"BWI","HOU","563","1549","5589","96"
"BWI","IAH","2128","9181","12342","345"
"BWI","IND","502","2490","5705","81"
"BWI","ISP","2794","26304","30937","506"
"BWI","JAN","727","3122","7043","105"
"BWI","JAX","2129","20997","25657","466"
"BWI","LAS","1263","20564","27653","450"
"BWI","LAX","1170","10673","12677","320"
"BWI","LGA","167","1822","769","34"
"BWI","MCI","1095","10102","13340","230"
"BWI","MCO","3764","28050","40679","799"
"BWI","MDW","4282","54295","58177","1049"
"BWI","MHT","4591","53782","58966","1063"
"BWI","MIA","1098","5228","8403","189"
"BWI","MSP","1644","4540","10491","252"
"BWI","MSY","1097","10725","14327","265"
"BWI","ORD","3023","50365","45087","853"
"BWI","PBI","732","5154","6899","159"
"BWI","PHL","1147","6441","5247","184"
"BWI","PHX","2652","31631","45057","744"
"BWI","PIT","2422","24103","20950","482"
"BWI","PVD","6356","69120","79223","1381"
"BWI","RDU","1519","20978","25614","380"
"BWI","RSW","119","-885","366","11"
"BWI","SAT","365","-238","1637","46"
"BWI","SDF","1437","18747","24366","335"
"BWI","SFO","1081","7179","8047","248"
"BWI","SJU","365","2047","3015","63"
"BWI","SLC","72","1243","1248","26"
"BWI","STL","3207","30192","36484","696"
"BWI","TPA","3625","37747","47143","915"
"BZN","DTW","8","152","27","3"
"BZN","MSP","1123","-3743","1344","112"
"BZN","SLC","725","3183","3368","84"
"CAE","ATL","2773","12382","21618","405"
"CAE","CLT","2112","1253","986","181"
"CAK","PIT","1052","-357","568","84"
"CDV","ANC","364","7210","6959","93"
"CDV","YAK","364","4650","4198","83"
"CHA","CLT","1074","-351","-12","81"
"CHS","ATL","3223","17653","23683","528"
"CHS","CLT","2560","7669","1680","279"
"CHS","DCA","357","-228","-704","16"
"CHS","DTW","204","782","643","32"
"CHS","EWR","625","3700","5492","111"
"CID","DEN","566","7225","5205","145"
"CID","MSP","453","127","1661","42"
"CID","ORD","1640","21608","18890","421"
"CID","STL","2487","11467","9776","257"
"CLE","ATL","3174","5090","8491","478"
"CLE","AUS","167","673","1194","26"
"CLE","BDL","902","1571","1569","93"
"CLE","BNA","1356","9749","12909","210"
"CLE","BOS","1689","13364","12270","351"
"CLE","BUF","91","456","737","13"
"CLE","BWI","5260","63074","60517","1321"
"CLE","CLT","1830","11430","9316","307"
"CLE","CVG","1439","2180","5303","181"
"CLE","DCA","1552","1507","2850","171"
"CLE","DEN","1498","16653","13438","386"
"CLE","DFW","2292","3182","11897","321"
"CLE","DTW","1944","8401","10249","287"
"CLE","EWR","2500","13427","27648","475"
"CLE","FLL","841","2120","4125","118"
"CLE","IAH","2487","3581","10326","345"
"CLE","IND","156","-320","72","11"
"CLE","LAS","1294","-590","6899","167"
"CLE","LAX","1318","-1017","7577","236"
"CLE","LGA","1989","39396","30343","659"
"CLE","MCI","104","-162","49","7"
"CLE","MCO","1421","2316","3927","169"
"CLE","MDW","3177","45722","44001","819"
"CLE","MEM","231","-872","198","16"
"CLE","MHT","128","16","426","15"
"CLE","MIA","752","1520","2738","93"
"CLE","MSP","1658","8845","10216","282"
"CLE","MSY","355","-363","444","35"
"CLE","ORD","2972","51744","40161","978"
"CLE","PBI","183","-9","847","26"
"CLE","PHL","2630","30353","18944","681"
"CLE","PHX","1423","6001","12546","267"
"CLE","PVD","566","-1124","145","47"
"CLE","RSW","683","-309","1700","69"
"CLE","SAN","273","-1585","915","35"
"CLE","SEA","169","1001","686","38"
"CLE","SFO","950","7034","9336","191"
"CLE","SJU","74","-14","170","9"
"CLE","SRQ","140","169","468","14"
"CLE","STL","2940","26048","31972","586"
"CLE","TPA","965","4375","7625","133"
"CLT","ABE","366","6197","5757","110"
"CLT","ALB","366","4707","4424","123"
"CLT","ATL","5374","40518","47521","1102"
"CLT","AVL","1584","6512","6687","245"
"CLT","BDL","1464","15224","14078","325"
"CLT","BHM","1779","7456","8960","270"
"CLT","BNA","1789","10209","9789","303"
"CLT","BOS","3389","59715","48629","1071"
"CLT","BUF","1098","9715","9892","257"
"CLT","BWI","2898","31637","27676","683"
"CLT","CAE","2112","10666","9384","335"
"CLT","CHA","1074","2737","3690","153"
"CLT","CHS","2599","19585","15406","518"
"CLT","CLE","1464","12030","8597","375"
"CLT","CMH","1446","13446","11351","319"
"CLT","DAY","732","7155","6386","164"
"CLT","DCA","3581","31558","31109","755"
"CLT","DEN","971","5381","8100","197"
"CLT","DFW","3800","11012","12096","524"
"CLT","DTW","2983","20542","19096","549"
"CLT","EWR","3546","31798","40426","803"
"CLT","FAY","1414","4302","5061","200"
"CLT","FLL","2175","20343","24847","503"
"CLT","GSO","2386","15082","15950","414"
"CLT","GSP","2038","7290","9919","286"
"CLT","HSV","1107","2739","3987","149"
"CLT","IAD","1817","9182","12960","317"
"CLT","IAH","2126","14427","12652","439"
"CLT","ILM","2195","15023","14805","423"
"CLT","IND","1830","13879","11140","343"
"CLT","JAX","2193","23004","21633","530"
"CLT","LAS","730","6226","6995","202"
"CLT","LAX","1589","19060","22835","484"
"CLT","LGA","4337","105151","81443","1870"
"CLT","LWB","28","1","-3","2"
"CLT","MCI","1456","15178","14307","367"
"CLT","MCO","2672","29044","31032","662"
"CLT","MDT","732","5513","4649","127"
"CLT","MEM","2170","12584","13430","390"
"CLT","MIA","1991","15153","18598","459"
"CLT","MKE","726","8089","7154","191"
"CLT","MSP","1572","5710","9046","285"
"CLT","MSY","1464","10795","13965","339"
"CLT","MYR","2377","26085","18812","588"
"CLT","ORD","4534","75147","63807","1381"
"CLT","ORF","2164","18058","15437","430"
"CLT","PBI","1879","23601","22327","520"
"CLT","PHL","3746","54929","44336","1104"
"CLT","PHX","739","4086","6189","167"
"CLT","PIT","4399","44769","33697","1016"
"CLT","PNS","1337","14795","13614","330"
"CLT","PVD","981","9820","9613","226"
"CLT","RDU","3255","24798","20512","614"
"CLT","RIC","2528","20902","18071","519"
"CLT","ROA","1431","8387","7665","244"
"CLT","ROC","366","4126","3562","103"
"CLT","RSW","1856","17779","19359","492"
"CLT","SAN","570","4628","6962","170"
"CLT","SAV","2053","17331","15755","438"
"CLT","SDF","1089","7880","7582","208"
"CLT","SEA","570","9489","10975","193"
"CLT","SFO","1246","20528","24506","420"
"CLT","SJU","472","2199","2181","83"
"CLT","SRQ","1196","11798","12408","309"
"CLT","STL","2979","20884","18186","544"
"CLT","STT","50","542","675","7"
"CLT","SYR","366","4995","4276","112"
"CLT","TPA","2741","33980","31200","758"
"CLT","TRI","1152","3550","4828","159"
"CLT","TYS","1384","3664","3085","168"
"CMH","ATL","2163","5487","8202","331"
"CMH","BDL","131","1475","1704","32"
"CMH","BNA","671","825","1992","41"
"CMH","BOS","600","11056","8995","169"
"CMH","CLT","1473","10021","7763","261"
"CMH","CVG","1812","6916","12211","213"
"CMH","DCA","1900","14112","9354","338"
"CMH","DEN","728","10878","8836","230"
"CMH","DFW","1455","588","5072","143"
"CMH","DTW","2080","11422","14099","264"
"CMH","EWR","2172","31761","31370","564"
"CMH","FLL","137","1627","1792","37"
"CMH","IAD","183","-256","406","14"
"CMH","IAH","1050","-512","3796","99"
"CMH","LAS","1002","11311","14735","285"
"CMH","LAX","313","6006","3719","128"
"CMH","LGA","931","16074","11376","304"
"CMH","MCO","1534","8001","11443","264"
"CMH","MDW","2199","22171","22402","395"
"CMH","MSP","1357","2689","7792","205"
"CMH","ORD","2075","35338","30515","615"
"CMH","PHL","1775","26678","20985","504"
"CMH","PHX","1733","17923","20203","459"
"CMH","PIT","1627","14312","10911","312"
"CMH","RSW","287","1344","1707","45"
"CMH","STL","2865","22473","23274","434"
"CMH","TPA","1400","3504","8654","192"
"COS","ATL","719","5390","7058","139"
"COS","CVG","531","7785","6428","158"
"COS","DEN","2053","21141","20846","436"
"COS","DFW","3072","23840","19385","440"
"COS","IAH","732","564","2059","77"
"COS","LAS","520","6685","5884","129"
"COS","LAX","747","8995","5051","207"
"COS","MSP","745","4190","6126","120"
"COS","ORD","742","13152","12572","222"
"COS","PHX","1000","4776","3216","140"
"COS","SLC","722","257","1894","77"
"COS","STL","820","3826","4455","112"
"CRP","HOU","2666","19238","22784","367"
"CRP","IAH","430","199","734","30"
"CRW","PIT","1146","5768","4817","142"
"CVG","ABQ","724","5682","7056","172"
"CVG","ALB","1091","7444","9715","217"
"CVG","ATL","4172","19866","32837","750"
"CVG","AUS","449","2459","2680","86"
"CVG","BDL","1452","10328","8252","250"
"CVG","BHM","723","4764","6368","129"
"CVG","BNA","691","8467","7423","155"
"CVG","BOS","1804","20273","19614","427"
"CVG","BUF","710","4662","6094","147"
"CVG","BWI","1091","6517","9991","183"
"CVG","CLE","1800","8773","11196","289"
"CVG","CMH","1453","2418","4253","143"
"CVG","COS","539","9287","6760","172"
"CVG","DCA","1780","10688","10173","267"
"CVG","DEN","1449","14481","13808","335"
"CVG","DFW","2911","21400","21533","570"
"CVG","DTW","465","7904","9127","127"
"CVG","EWR","1467","18052","20342","350"
"CVG","FLL","732","6274","7603","146"
"CVG","GRR","365","1598","1617","47"
"CVG","GSO","1048","5766","4855","154"
"CVG","IND","721","4546","4874","130"
"CVG","JAN","363","2705","3349","76"
"CVG","JAX","722","8254","6839","166"
"CVG","JFK","830","12328","10291","222"
"CVG","LAS","366","3121","1874","94"
"CVG","LAX","1460","16868","14120","445"
"CVG","LEX","1084","10596","10356","211"
"CVG","LGA","2183","37991","28865","718"
"CVG","LIT","691","2756","2175","92"
"CVG","MCI","1083","9559","8648","213"
"CVG","MCO","1735","13052","10793","326"
"CVG","MEM","695","3737","3490","106"
"CVG","MIA","1065","7250","8302","209"
"CVG","MKE","1086","5074","7082","175"
"CVG","MSP","1411","9593","12977","249"
"CVG","MSY","1443","6119","8168","209"
"CVG","OKC","240","1207","1250","35"
"CVG","ORD","4850","70466","62756","1259"
"CVG","ORF","786","4263","23234","126"
"CVG","PBI","726","5871","6222","135"
"CVG","PDX","1088","9336","12151","256"
"CVG","PHL","1807","17215","19834","402"
"CVG","PHX","1447","16849","19549","381"
"CVG","PIT","1079","7296","7675","166"
